Date,Open,High,Low,Close,Volume
2022-04-29,159.25945373894038,163.54993403564234,154.74264500205678,155.13626098632812,131747600
2022-05-02,154.21123096519486,155.70698341755673,150.8260801242461,155.44129943847656,123055300
2022-05-03,155.62829305402306,158.1474864801479,153.827485608277,156.9370880126953,88966500
2022-05-04,157.12403328379716,163.82544428980776,156.7205671988061,163.37278747558594,108256500
2022-05-05,161.23738888499025,161.46371729012728,152.47929194392455,154.27027893066406,130525300
2022-05-06,153.74796732614354,157.1282427342657,151.9444991405495,154.9995574951172,116124600
2022-05-09,152.68362217522588,153.5705818622736,149.29351226682695,149.85523986816406,131577900
2022-05-10,153.26504901265346,154.46736088090017,150.71259117184084,152.26968383789062,115366700
2022-05-11,151.2743434971103,153.19606667734942,143.69584140711092,144.37583923339844,142689800
2022-05-12,140.69992744454566,144.08018734631574,136.78748878802156,140.4929656982422,182602000
2022-05-13,142.4935240941809,145.9526407258744,141.03498745815705,144.97698974609375,113990900
2022-05-16,143.43959790519762,145.38103505425713,142.08945202175065,143.4297332763672,86643800
2022-05-17,146.7016158103138,147.59842494021692,144.55321674293847,147.07611083984375,78336300
2022-05-18,144.72079733304852,145.22339732349553,137.8715547980024,138.77822875976562,109742900
2022-05-19,137.85182041341724,139.6060101724561,134.61937984366847,135.35850524902344,136095600
2022-05-20,137.07328272324338,138.65993938193793,130.68724267872005,135.59503173828125,137426100
2022-05-23,135.79213279876197,141.18282274987226,135.65416330433425,141.03500366210938,117726300
2022-05-24,138.76834717267448,139.91153156082976,135.3388090457555,138.3248748779297,104132700
2022-05-25,136.42286639453397,139.73414963230113,136.33417493293138,138.48257446289062,92482700
2022-05-26,135.3979480231376,142.24717525757603,135.1515728345783,141.69529724121094,90601500
2022-05-27,143.28195857644457,147.509750328954,143.15383866233717,147.4703369140625,90978500
2022-05-31,146.90860654542266,148.47554915584195,144.71092900811684,146.6819305419922,103718400
2022-06-01,147.72652020499015,149.53985256911304,145.53870787317794,146.5537872314453,74286600
2022-06-02,145.6865807086683,149.07670576522273,144.7306437582719,149.017578125,72348100
2022-06-03,144.770060362495,145.82455342819665,142.36545106101252,143.27210998535156,88570300
2022-06-06,144.89815206168706,146.41583140720172,142.799030970996,144.02105712890625,71598400
2022-06-07,142.257004413004,146.83957576238276,142.01062928588593,146.5537872314453,67808200
2022-06-08,146.42568759453718,147.69697680968412,145.32193168448424,145.81468200683594,53950200
2022-06-09,144.94743302094574,145.80481374848975,140.4634021916062,140.57180786132812,69473000
2022-06-10,138.24604500265073,138.7190811555441,135.07273136179253,135.1417236328125,91437900
2022-06-13,130.94348589502584,133.23970455320375,129.53422697538784,129.9678497314453,122207100
2022-06-14,131.19969793288186,131.9486729653345,129.57361294213226,130.83505249023438,84784300
2022-06-15,132.34286902822936,135.3486488673454,130.24376297463832,133.46633911132812,91533000
2022-06-16,130.16492507881696,130.47042786825955,127.16899474112004,128.17420959472656,108123900
2022-06-17,128.18407944512376,131.15043105016284,127.92783964673345,129.6524658203125,134520300
2022-06-21,131.48548988632155,135.07271151353063,131.3869488476208,133.89996337890625,81000500
2022-06-22,132.8356344352228,135.76257275465719,131.96840403366457,133.3875274658203,73409200
2022-06-23,134.83620952437622,136.58053489148253,133.66346131552876,136.2651824951172,72433800
2022-06-24,137.87151232385762,139.85237792973814,137.7434074858847,139.6060028076172,89116800
2022-06-27,140.6309166991209,141.40947050604774,138.92600506455636,139.6060028076172,70207900
2022-06-28,140.06922057977073,141.34050987783795,135.32896457557,135.4472198486328,67083400
2022-06-29,135.46693252662052,138.63038134531047,134.6883785543866,137.2112579345703,66242400
2022-06-30,135.25996980273172,136.36372576433453,131.8304316095035,134.73765563964844,98964500
2022-07-01,134.06750724522163,137.02400931509246,133.69302720857007,136.9156036376953,71051600
2022-07-05,135.772450617196,139.5567701133716,134.94461850939908,139.5074920654297,73353800
2022-07-06,139.30051963790794,142.03034554759492,139.03443025811183,140.84774780273438,74064300
2022-07-07,141.21236775834944,144.42510918824107,141.20251816632623,144.22801208496094,66253700
2022-07-08,143.1538148575739,145.4106197017086,142.89759010951482,144.9080047607422,64547800
2022-07-11,143.5579044056013,144.51384141572962,141.69530843445892,142.76950073242188,63141600
2022-07-12,143.6465763614465,146.29757564571045,142.946879286725,143.74513244628906,77588800
2022-07-13,140.91677156348607,144.32659607398423,140.05937560083458,143.38052368164062,71185600
2022-07-14,141.99091413969506,146.7902967726585,141.17294691848926,146.3172607421875,78140700
2022-07-15,147.6083005741264,148.67264318460957,146.05120759050547,147.99264526367188,76259900
2022-07-18,148.55437722703743,149.37234459214557,144.5729460772953,144.93759155273438,81420900
2022-07-19,145.77527885211921,149.0372841460399,144.7799284417916,148.8106231689453,82982400
2022-07-20,148.9288549414216,151.49116267268522,148.18972944635095,150.82101440429688,64823400
2022-07-21,152.25986777550145,153.31436080918664,149.73698823001865,153.09754943847656,65086600
2022-07-22,153.13694301712763,154.01403798046638,151.18565597102892,151.8557891845703,66675400
2022-07-25,151.7769586670234,152.7920231935369,150.07204665223094,150.73233032226562,53623900
2022-07-26,150.05232023117222,150.87028755705626,148.61349773507445,149.4019012451172,55138700
2022-07-27,150.36768298523742,155.04881082380393,149.9537745387539,154.51663208007812,78620700
2022-07-28,154.70389699283152,155.3543310693815,152.17116799178928,155.06854248046875,81378700
2022-07-29,158.90212681060993,161.25747271207914,157.18735030288008,160.15370178222656,101786900
2022-08-01,158.67547775141105,161.21807160961242,158.55722246790594,159.16822814941406,67829400
2022-08-02,157.77867842117527,160.0551827813026,157.31549185882793,157.68997192382812,59907000
2022-08-03,158.5079152513036,164.17454378554137,158.4192238049961,163.72122192382812,82507500
2022-08-04,163.60299621699417,164.7658950787707,162.0459030169324,163.40589904785156,55474100
2022-08-05,161.06699370571175,163.6723288419394,160.85974446443265,163.17889404296875,56697000
2022-08-08,164.18548932563507,165.60658394853183,162.04398411639912,162.70518493652344,60276900
2022-08-09,161.86635524789833,163.6427235312398,161.10646144310655,162.75453186035156,63135500
2022-08-10,165.47827786948693,167.11648492615134,164.70852083002953,167.01780700683594,70170500
2022-08-11,167.8270416248752,168.74483818248612,165.9816002931334,166.2776641845703,57149200
2022-08-12,167.59017930923486,169.90931351048877,167.17568088366417,169.84024047851562,68039400
2022-08-15,169.26788410549148,171.11332550526615,169.10011807446065,170.91595458984375,54091700
2022-08-16,170.5113392247935,171.4291358420734,169.40605002056787,170.758056640625,56377100
2022-08-17,170.50146052110878,173.83706944158646,170.3040896179902,172.25808715820312,79542000
2022-08-18,171.468570003892,172.60346386831435,170.846837420575,171.86331176757812,62290100
2022-08-19,170.75803562921558,171.45871962967124,169.06061881248345,169.2678680419922,70346300
2022-08-22,167.4618943197239,167.62966033417896,164.94537398602955,165.36973571777344,69026800
2022-08-23,164.88617053329148,166.49477276056035,164.46180878530728,165.03419494628906,54147100
2022-08-24,165.12301180960134,165.90263208814247,164.0670542175665,165.3302459716797,53841500
2022-08-25,166.56385255540565,167.9059958352742,166.13950584864693,167.7974395751953,51218200
2022-08-26,168.33039115512304,168.8040844487855,161.41242413172978,161.4716339111328,78961000
2022-08-29,159.0340260013609,160.76104775775735,157.72150271792214,159.26101684570312,73314000
2022-08-30,160.00114607354294,160.42549270190426,155.6490482577436,156.82342529296875,77906200
2022-08-31,158.20506309707196,158.47152210531658,155.07668827346,155.1556396484375,87991100
2022-09-01,154.58325022090398,156.3398768664933,152.6391159459931,155.88592529296875,74229900
2022-09-02,157.65241340262483,158.2544044411162,152.93517807481416,153.76414489746094,76957800
2022-09-06,154.4154753271388,155.0273296121399,151.6719792603848,152.50094604492188,73714800
2022-09-07,152.78717010211398,154.61286996329966,151.59305117128892,153.91220092773438,87449600
2022-09-08,152.6095446183948,154.30696187182605,150.6752731929366,152.43191528320312,84923800
2022-09-09,153.42861893209738,155.74776853082003,152.71807161072002,155.3036651611328,68028800
2022-09-12,157.4945274641237,162.10320702897022,157.20834188473088,161.2841033935547,104956000
2022-09-13,157.80045022276116,158.4320461932663,151.35619264515168,151.8200225830078,122656600
2022-09-14,152.75756021389577,155.03724195917457,151.59306115038453,153.27073669433594,87965400
2022-09-15,152.61938532747467,153.2016498653033,149.39233241450626,150.36932373046875,90481100
2022-09-16,149.22456559759132,149.36272674550892,146.4218443622924,148.72125244140625,162278800
2022-09-19,147.34950026158054,152.530565756339,147.142266074514,152.4516143798828,81474200
2022-09-20,151.38579993733708,156.0043577800845,151.07000947628035,154.83984375,107689800
2022-09-21,155.27406232514645,156.6556888275703,151.5831795854477,151.70159912109375,101696800
2022-09-22,150.37920812092767,152.44176215818038,148.9285084725313,150.73448181152344,86652500
2022-09-23,149.20481874902532,149.48114103515752,146.60934685596038,148.4547882080078,96029900
2022-09-26,147.69491830315658,151.7509532458143,147.67517669341092,148.79034423828125,93339400
2022-09-27,150.73449244930677,152.68849035626477,147.98111738826654,149.76734924316406,84442700
2022-09-28,145.7014181025515,148.6620267188795,142.93818038229188,147.87252807617188,146691400
2022-09-29,144.18162354073726,144.79347774230442,138.83277820893315,140.60914611816406,128138200
2022-09-30,139.42492055869818,141.22103026133098,136.1879898311541,136.38536071777344,124925300
2022-10-03,136.39527183139853,141.19145931529042,135.8820953561044,140.57958984375,114311700
2022-10-04,143.12568302717952,144.30006014683647,142.36578929238382,144.181640625,87830100
2022-10-05,142.17831393701783,145.44484998263232,141.13221948664446,144.4777069091797,79471000
2022-10-06,143.895462065149,145.60274235287363,143.31321258240413,143.52044677734375,68402200
2022-10-07,140.6683921871329,141.22105183590455,137.61896860646343,138.2505645751953,85925600
2022-10-10,138.5762176513672,140.02691706572585,136.7505180551927,138.5762176513672,74899000
2022-10-11,138.06303899554518,139.49401183769913,136.40510543994947,137.15512084960938,77033700
2022-10-12,137.30314907900447,138.51699426564903,136.34588452399208,136.5235137939453,70433700
2022-10-13,133.2175166847836,141.70458518782445,132.60564736672077,141.1124725341797,113224000
2022-10-14,142.41513233177395,142.62238154840435,136.37549592938134,136.56300354003906,88598000
2022-10-17,139.21769847828358,141.02365655306738,138.4281998048671,140.54010009765625,85250900
2022-10-18,143.5796769966995,144.77378089201514,138.7637480781357,141.86251831054688,99136600
2022-10-19,139.8295639891064,143.04675364711534,139.64205634508835,141.9710693359375,61758300
2022-10-20,141.14209572929755,143.97440668910568,140.77694373414428,141.50723266601562,64522000
2022-10-21,140.99405322955806,145.90867462024406,140.7769407155068,145.33628845214844,86548600
2022-10-24,145.25733581108966,148.2574127069579,144.08295860217441,147.48765563964844,75981900
2022-10-25,148.11924989222194,150.4877458912043,147.39883932372416,150.33970642089844,74732300
2022-10-26,148.97782224560154,149.99429659795183,146.09615013348827,147.3889617919922,88194300
2022-10-27,146.12576416144415,147.09289198935082,142.23749618636535,142.89869689941406,109180200
2022-10-28,146.2540490373011,155.43193790631275,145.87904888716614,153.69505310058594,164762400
2022-10-31,151.1489697996957,152.21479090339474,149.92524592690708,151.32659912109375,97943200
2022-11-01,153.0437301537615,153.40886706506188,147.17185939924275,148.67189025878906,80379300
2022-11-02,146.9942133937789,150.1719344831505,143.09608176430027,143.1256866455078,93604600
2022-11-03,140.19468007204958,140.92496892991684,136.92814440584334,137.0564422607422,97918500
2022-11-04,140.456901891493,141.03023754059535,132.83552430474884,136.78955078125,140814800
2022-11-07,135.5341241648205,137.55067074863877,134.1106724193432,137.3233184814453,83374600
2022-11-08,138.79624280214017,139.80450887367877,135.90980476875018,137.89669799804688,89908500
2022-11-09,136.90815350204326,136.95758184489978,133.04308937521566,133.3198699951172,74917800
2022-11-10,139.61667909909517,145.1819610595703,137.89667216677097,145.1819610595703,118854000
2022-11-11,144.14403590087628,148.285865777023,142.7106893014463,147.97943115234375,93979700
2022-11-14,147.2578012068375,148.55274219149283,145.73549288766822,146.5757293701172,73374100
2022-11-15,150.4704579564348,151.8247070106205,146.85252061085998,148.3155059814453,89868300
2022-11-16,147.41599873753398,148.14748399123684,145.5971350727314,147.07989501953125,64218300
2022-11-17,144.74704454265256,149.73900693584756,144.4702638433015,148.9877471923828,80389400
2022-11-18,150.55945907613687,150.9449761011956,148.24635692578445,149.55117797851562,74829600
2022-11-21,148.43418230260116,148.64176028052393,146.02222333634097,146.3088836669922,58724100
2022-11-22,146.42747688170903,148.6911501950918,145.24125698087363,148.4539031982422,51804100
2022-11-23,147.73231865639212,150.08496935516192,147.62358231947215,149.33370971679688,58301400
2022-11-25,146.60539786998885,147.16885381990136,145.42907271146612,146.40769958496094,35195900
2022-11-28,143.47184797217477,144.95460787890806,141.73208177830335,142.5624237060547,69246000
2022-11-29,142.6316213475949,143.14564904140522,138.73691772229893,139.5474853515625,83763800
2022-11-30,139.77482505617792,147.01070049689147,138.93460350915308,146.32862854003906,111380900
2022-12-01,146.5065813559001,147.41600568948158,144.92496463802757,146.6054229736328,71250400
2022-12-02,144.2824471593233,146.2989942268281,143.97599740675216,146.11117553710938,65447400
2022-12-05,146.07162962618466,149.18541949197922,144.09461635687657,144.94473266601562,68826400
2022-12-06,145.3796777864446,145.60703008872727,140.28885957535718,141.26748657226562,64727200
2022-12-07,140.55577809875786,141.72220883121116,138.3909458890047,139.3201446533203,69721100
2022-12-08,140.72382246539036,141.87049392300491,139.47830938217072,141.01048278808594,62128300
2022-12-09,140.7040317435328,143.89691905591846,139.28057976630063,140.52610778808594,76097000
2022-12-12,141.05991017433828,142.83922534059286,139.43875970806542,142.829345703125,70462700
2022-12-13,147.78174582279246,148.24634516014598,142.58220621584587,143.79806518554688,93886200
2022-12-14,143.67946020964052,144.97440162134333,139.53761456960953,141.56405639648438,82291200
2022-12-15,139.48815264772358,140.17022454523527,134.46653782385624,134.93113708496094,98931900
2022-12-16,135.11898755239025,136.06794556798988,132.1930009902241,132.9640350341797,160156900
2022-12-19,133.5571311451233,133.6460931216457,129.81069766078807,130.84861755371094,79592600
2022-12-20,129.87990467683858,131.71852788327385,128.3971445130494,130.77944946289062,77432800
2022-12-21,131.45160643001654,135.2375886040089,131.224254130209,133.89321899414062,85928000
2022-12-22,132.8058800384377,133.01345799694343,128.80242492111796,130.71023559570312,77852100
2022-12-23,129.4152989435447,130.8980590346716,128.150011539123,130.34449768066406,63814900
2022-12-27,129.86999709579138,129.8996510860134,127.24056601774359,128.53550720214844,69007800
2022-12-28,128.17966147970347,129.52403118980348,124.4233405593597,124.59138488769531,85438400
2022-12-29,126.51896259932623,128.9803420184741,126.26195630324504,128.12034606933594,75703700
2022-12-30,126.93414153068441,128.45643512279935,125.9654017030859,128.43666076660156,77034200
2023-01-03,128.7826411649236,129.39551044224086,122.74286511723291,123.63252258300781,112117500
2023-01-04,125.43161455867813,127.18127564102066,123.64241984503863,124.90770721435547,89113600
2023-01-05,125.66883350570502,126.30147708691395,123.32607783650232,123.58308410644531,80962700
2023-01-06,124.56170184454875,128.79250076902682,123.45457188803941,128.1302032470703,87754700
2023-01-09,128.97047367930062,131.87668586554148,128.3971379685157,128.65414428710938,70790800
2023-01-10,128.76286346285156,129.7513700565325,126.64745995571087,129.2274627685547,63896200
2023-01-11,129.74150433319187,131.9755240444425,128.9605906771462,131.9557647705078,69458900
2023-01-12,132.34127780837738,132.71690008626126,129.92931912019301,131.87667846679688,71379600
2023-01-13,130.51254713349172,133.36933108444634,130.14680445669435,133.21116638183594,57809700
2023-01-17,133.2803661632613,135.7120843078782,132.58841445883436,134.3776092529297,63646600
2023-01-18,135.24748690824802,137.01690717262807,133.47805156045354,133.65599060058594,69672800
2023-01-19,132.5389610381249,134.6840184578663,132.23252641864943,133.7152862548828,58280400
2023-01-20,133.72518688361293,136.43370070636414,132.67737218152695,136.28541564941406,80223600
2023-01-23,136.5325341153351,141.67278077878365,136.31506144495467,139.48817443847656,81760300
2023-01-24,138.69737484670043,141.514625019409,138.6874952095744,140.89186096191406,66435100
2023-01-25,139.27068541615571,140.7929788466698,137.21459000886787,140.2295379638672,65799300
2023-01-26,141.52450641893512,142.59209549504305,140.26909865118563,142.30543518066406,54105100
2023-01-27,141.51462437013356,145.53783884062292,141.43554202324185,144.25277709960938,70555800
2023-01-30,143.29394037386407,143.8771557170406,141.20819059706298,141.35646057128906,64015300
2023-01-31,141.05990031223737,142.68105066516867,140.64472931637368,142.63162231445312,65874500
2023-02-01,142.31531825228282,144.9249754734958,139.69578139358237,143.75852966308594,77663600
2023-02-02,147.18863235095503,149.44242627870938,146.46702672863907,149.08657836914062,118339000
2023-02-03,146.32863460622823,155.571177590554,146.13093629775682,152.72427368164062,154357300
2023-02-06,150.81650226401393,151.34040970492984,149.047066498083,149.98614501953125,69858300
2023-02-07,148.9086520667493,153.4458943027817,148.9086520667493,152.87255859375,83322600
2023-02-08,152.1114301464605,152.80338188493596,149.4325701004995,150.1739501953125,64120100
2023-02-09,152.0125597152097,152.55624141902396,148.6911765868534,149.13600158691406,56007100
2023-02-10,147.9678065326758,149.82902644753565,147.73019724066455,149.5023193359375,57450700
2023-02-13,149.44290943263957,152.71985991539307,149.41321016170093,152.31396484375,62199000
2023-02-14,150.60122163396125,152.23475701699866,149.35380697400552,151.67044067382812,61707600
2023-02-15,151.58133825179516,153.94747569846558,151.3536388197947,153.7791748046875,65573800
2023-02-16,151.9773082565009,154.76915984750136,151.81891722165662,152.17532348632812,68167900
2023-02-17,150.8289315997935,151.47243590583543,149.34390771836374,151.0269317626953,59144100
2023-02-21,148.7004026088836,149.78942626925934,146.92828058675818,146.99757385253906,58867200
2023-02-22,147.3836697109664,148.4528887502369,145.69075089528818,147.42327880859375,51011300
2023-02-23,148.591484366889,148.83898834448985,145.7699480861059,147.9083709716797,48394200
2023-02-24,145.64125487541327,145.72045796846467,144.26513323484133,145.24525451660156,55469600
2023-02-27,146.23526611588312,147.6806809778149,145.97785229460726,146.4431610107422,44998500
2023-02-28,145.58184135182967,147.59157242356576,145.36403664496177,145.93824768066406,50547000
2023-03-01,145.3640509605452,145.76005131760687,143.56221459109048,143.85922241210938,55479000
2023-03-02,142.9385237056633,145.24526294031543,142.4633051197938,144.4532470703125,52238100
2023-03-03,146.56195681168307,149.6013130753249,145.85905393614254,149.52210998535156,70732300
2023-03-06,152.25454983701871,154.73949959731118,151.92785785960842,152.29415893554688,87558000
2023-03-07,152.16545023619062,152.49215731620518,149.62111707090608,150.08642578125,56182000
2023-03-08,151.28432094793195,151.93773504020743,150.31410963622918,151.34371948242188,47204800
2023-03-09,152.02683517023416,152.99704649679572,148.73008049756518,149.08648681640625,53833600
2023-03-10,148.7102983763868,149.43300577006005,146.13625093512175,147.01736450195312,68572400
2023-03-13,146.33423617376167,151.61102231566625,146.2253338291279,148.96768188476562,84457100
2023-03-14,149.7696098588517,151.86843881288326,148.60139830336453,151.0665283203125,73695900
2023-03-15,149.68052309089944,151.71995365613,148.42319852737018,151.46255493164062,77167900
2023-03-16,150.64081493684654,154.89788610113325,150.1260024664939,154.29397583007812,76161100
2023-03-17,154.52170325241562,155.17511745555205,152.7396713831552,153.45248413085938,98944600
2023-03-20,153.52179760346752,156.24434176719376,152.61096953502098,155.82852172851562,73641400
2023-03-21,155.7493352646716,157.80855539502778,154.97710883273007,157.68975830078125,73938300
2023-03-22,157.70953600837723,160.52117754091816,156.2344068779623,156.25421142578125,75701800
2023-03-23,157.24425391701376,159.93709883089704,156.10572637477364,157.34324645996094,67622100
2023-03-24,157.27394850099208,158.73916800835937,156.27403774029648,158.6500701904297,59196500
2023-03-27,158.34313696257095,159.16485192823146,156.2937969084943,156.69970703125,52390300
2023-03-28,156.39280108462546,156.90761354343223,154.4226641545453,156.07598876953125,45992200
2023-03-29,157.7788549243155,159.4420897633789,157.75906547972215,159.16488647460938,51305700
2023-03-30,159.9172681392784,160.8478855082498,159.65986944195512,160.73898315429688,49501700
2023-03-31,160.8182007028279,163.35263923391068,160.29349343380431,163.25363159179688,68749800
2023-04-03,162.62993146566447,164.62975289569243,162.58042764470542,164.51095581054688,56976200
2023-04-04,164.93665022196166,165.1742443629799,163.461521135219,163.97633361816406,46278300
2023-04-05,163.0952264685397,163.40212898364032,160.1845772758085,162.125,51511700
2023-04-06,160.80829044689202,163.3130448064106,160.38259082111486,163.0160369873047,45390100
2023-04-10,159.80838211165943,160.41229248046875,158.48176428720794,160.41229248046875,47716900
2023-04-11,160.72910794044708,160.73900266239136,158.90746697083827,159.194580078125,47644200
2023-04-12,159.61036940374873,160.441979159197,158.18474404786926,158.50155639648438,50133100
2023-04-13,160.01628790137767,164.14465273087802,159.80837789845614,163.90704345703125,68445600
2023-04-14,162.9467114928456,164.6594498569072,162.18441013519882,163.56053161621094,49386500
2023-04-17,163.4417358903036,163.73874370809605,162.39232135968928,163.58033752441406,41516200
2023-04-18,164.44166704612937,165.73858561594125,163.99614775175192,164.80796813964844,49923000
2023-04-19,164.14465925023921,166.48109766330478,163.8872454167369,165.95639038085938,47720200
2023-04-20,164.43175373561738,166.19398100625685,163.90704646438456,164.9861602783203,52456400
2023-04-21,163.40212053189984,164.7881366917755,162.84771406794957,163.37242126464844,58337300
2023-04-24,163.35262947612597,163.94664508043508,162.25371118266517,163.67933654785156,41949600
2023-04-25,163.54072367407858,164.64953661232676,162.09529385976796,162.13490295410156,48714100
2023-04-26,161.43199188421733,163.6298284131595,161.1745931859106,162.125,45498800
2023-04-27,163.54072434320634,166.8770729984066,163.54072434320634,166.72857666015625,64902300
2023-04-28,166.80779457565893,168.15421688581486,166.2038842356674,167.98590087890625,55209200
2023-05-01,167.58988704485296,168.74820381228082,166.9562774855819,167.89678955078125,52472900
2023-05-02,168.3918123170909,168.6492261368123,165.86726857821876,166.85728454589844,48425700
2023-05-03,167.80771888799373,169.21353985292495,165.4910849784499,165.77818298339844,65136000
2023-05-04,163.243711633137,165.37223965151196,162.6695006318279,164.1347198486328,81235400
2023-05-05,169.27291399392053,172.55977402605672,169.055109287866,171.83706665039062,113316400
2023-05-08,170.7579559365768,172.11428813282294,170.3916548495959,171.7677764892578,55962800
2023-05-09,171.3222729910744,171.80737116626167,169.88675280256177,170.0550537109375,45326900
2023-05-10,171.2925465255573,172.2924570953219,170.18371850163723,171.8271484375,53724500
2023-05-11,172.11426641943214,172.8468685009711,170.45103188917147,172.0152587890625,49514700
2023-05-12,172.1243165202818,172.5605284867848,169.52689179090092,171.0833740234375,45497800
2023-05-15,171.66828335580215,171.71785564660993,169.9928397669383,170.58767700195312,37266700
2023-05-16,170.50836436212853,171.64845141401116,170.3199987334625,170.58767700195312,42110300
2023-05-17,170.23077817517168,171.4402543357864,168.9518826544196,171.20233154296875,57951600
2023-05-18,171.50966446616422,173.73037308197308,171.0932844370763,173.54200744628906,65496700
2023-05-19,174.87044639396197,174.87044639396197,173.43294078431077,173.6510467529297,55772400
2023-05-22,172.481219573557,173.20494177332736,171.95578654636702,172.69932556152344,43570900
2023-05-23,171.6385593675291,171.8864057178537,169.8044903241909,170.0820770263672,50747300
2023-05-24,169.61609547644804,170.93463964845503,169.05101376120967,170.35963439941406,45143500
2023-05-25,170.92475054539574,172.4019050243478,170.21095188854838,171.499755859375,56058300
2023-05-26,171.826923039006,174.25581421879875,171.61872545109665,173.91873168945312,54835000
2023-05-30,175.4355461600694,177.44805707235744,175.04890650518007,175.77261352539062,55964400
2023-05-31,175.80236562165695,177.80496826079084,175.23726871202743,175.72305297851562,99625300
2023-06-01,176.16916396782793,178.56831456742498,175.4057930547119,178.53857421875,68901800
2023-06-02,179.4704869589175,180.21402596420296,177.71573067078862,179.39117431640625,61945900
2023-06-05,181.05671795588958,183.35672418608127,176.50624753561252,178.03298950195312,121946500
2023-06-06,178.41963092679066,178.56833268525313,175.9015035496613,177.6661834716797,64848400
2023-06-07,176.90280103766142,179.64894264257165,175.79245430672572,176.28814697265625,61944600
2023-06-08,176.36743802214428,179.28211321134853,175.93124119908015,179.0144500732422,50214900
2023-06-09,179.93641863686977,180.66012561666918,179.07391833043295,179.4010772705078,48870700
2023-06-12,179.70841552076647,182.30584013644759,179.4109969086846,182.20669555664062,54274900
2023-06-13,181.22526434191118,182.56362563080822,180.868364972737,181.73086547851562,54929100
2023-06-14,181.7903054182597,182.8015225920405,180.45194442949565,182.3653106689453,57462900
2023-06-15,182.37524971506843,184.91319370821412,182.19679249165128,184.40757751464844,65433200
2023-06-16,185.12137027990616,185.37914013584773,182.68257094685526,183.32696533203125,101235600
2023-06-20,182.8213918043196,184.4968356108102,182.8213918043196,183.4162139892578,49799100
2023-06-21,183.30714894064778,183.8127651610623,181.01705115534045,182.37525939941406,49515700
2023-06-22,182.15714267343606,185.43862563579464,182.0877384404729,185.38905334472656,51245300
2023-06-23,183.95155271461957,185.94423180057566,183.41619616013958,185.07180786132812,53079300
2023-06-26,185.2205087707664,186.42999999051133,183.63428631385352,183.6739501953125,48088700
2023-06-27,184.28860667459685,186.7670698420573,184.07050070567323,186.43991088867188,50730800
2023-06-28,186.311023626698,188.26405378835105,185.9838798047539,187.61965942382812,51216800
2023-06-29,187.45114025988062,188.43261718372244,187.31234691859044,187.9567413330078,46347300
2023-06-30,189.97918829297507,192.80462759541973,189.6123654098311,192.2990264892578,85069600
2023-07-03,192.11063791232868,192.20978249103928,190.10803541561756,190.80201721191406,31458200
2023-07-05,189.91971590542352,191.31755787833387,188.97788763602904,189.68177795410156,46920300
2023-07-06,188.204592923582,190.365820872437,187.57010689891024,190.15762329101562,45094300
2023-07-07,189.76107572138073,191.01021583133178,188.60115666342472,189.037353515625,46778000
2023-07-10,187.62957811566648,188.3533002828443,185.42870151973196,186.9851837158203,59922200
2023-07-11,187.53044524382943,187.66923857945199,184.9925013196807,186.45974731445312,46638100
2023-07-12,188.04597194874682,190.04857465553215,186.84640410814296,188.1352081298828,60750200
2023-07-13,188.8589108119984,189.5429691298021,188.14511214362412,188.8985595703125,41342300
